"Amino acid sequence of the beta subunit of bovine lung casein kinase II.";"Proc Natl Acad Sci U S A";1987
"Bacteriophage M: an incompatibility group M plasmid-specific phage.";"J Gen Microbiol";1983
"Cloning of the STE5 gene of Saccharomyces cerevisiae as a suppressor of the mating defect of cdc25 temperature-sensitive mutants.";"Proc Natl Acad Sci U S A";1993
"Transcriptional control of genes encoding CS1 pili: negative regulation by a silencer and positive regulation by Rns.";"J Bacteriol";1997
"Differential attachment by piliated and nonpiliated Neisseria gonorrhoeae to human sperm.";"Infect Immun";1974
"The role of cdc2 and other genes in meiosis in Schizosaccharomyces pombe.";"Genetics";1995
"Non-radioactive oligonucleotide probe for detection of clinical enterotoxigenic Escherichia coli isolates of bovine origin.";"Ann Inst Pasteur Microbiol";1988
"Stimulation of human polymorphonuclear leukocyte oxidative metabolism by type 1 pili from Escherichia coli.";"Infect Immun";1987
"First characterization of the gene RGD1 in the yeast Saccharomyces cerevisiae.";"C R Acad Sci III";1998
"The role of pili and capsule in the pathogenesis of neonatal infection with Escherichia coli K1.";"J Infect Dis";1983
"Chaperone-assisted assembly and molecular architecture of adhesive pili.";"Annu Rev Microbiol";1991
"Test for temporal or spatial restrictions in gene product function during the cell division cycle.";"Mol Cell Biol";1983
"In vitro interaction between Saccharomyces cerevisiae CDC25 and RAS2 proteins.";"Biochem Biophys Res Commun";1992
"Crystallographic structure reveals phosphorylated pilin from Neisseria: phosphoserine sites modify type IV pilus surface chemistry and fibre morphology.";"Mol Microbiol";1999
"Phage X: a plasmid-dependent, broad host range, filamentous bacterial virus.";"J Gen Microbiol";1981
"Binding of F41 and K99 fimbriae of enterotoxigenic Escherichia coli to glycoproteins from bovine and porcine colostrum.";"Microbiol Immunol";1989
"Regulation of uropathogenic Escherichia coli adhesin expression by DNA methylation.";"Mol Genet Metab";1998
"Control of Saccharomyces cerevisiae filamentous growth by cyclin-dependent kinase Cdc28.";"Mol Cell Biol";1999
"Analysis of RhoA-binding proteins reveals an interaction domain conserved in heterotrimeric G protein beta subunits and the yeast response regulator protein Skn7.";"J Biol Chem";1998
"Roles for ORC in M phase and S phase.";"Science";1998
"NDD1, a high-dosage suppressor of cdc28-1N, is essential for expression of a subset of late-S-phase-specific genes in Saccharomyces cerevisiae.";"Mol Cell Biol";1999
"Polarization of cell growth in yeast. I. Establishment and maintenance of polarity states.";"J Cell Sci";2000
"Inducible recruitment of Cdc42 or WASP to a cell-surface receptor triggers actin polymerization and filopodium formation.";"Curr Biol";1999
"Initiation of eukaryotic DNA replication: origin unwinding and sequential chromatin association of Cdc45, RPA, and DNA polymerase alpha.";"Mol Cell";2000
"Production of diarrhea in the rabbit by a mutant of Escherichia coli (RDEC-1) that does not express adherence (AF/R1) pili.";"J Infect Dis";1989
"The Cdk-activating kinase (CAK) from budding yeast.";"Cell";1996
"Sequence alterations affecting F plasmid transfer gene expression: a conjugation system dependent on transcription by the RNA polymerase of phage T7.";"Mol Microbiol";1992
"Virulence factors of enterotoxigenic Escherichia coli.";"J Infect Dis";1977
"The C-terminal part of the CDC25 gene product has Ras-nucleotide exchange activity when present in a chimeric SDC25-CDC25 protein.";"Curr Genet";1993
"Pilus biogenesis and epithelial cell adherence of Neisseria gonorrhoeae pilC double knock-out mutants.";"Mol Microbiol";1995
"Protein secretion in Pseudomonas aeruginosa: characterization of seven xcp genes and processing of secretory apparatus components by prepilin peptidase.";"Mol Microbiol";1992
"Cdc7 protein kinase for DNA metabolism comes of age.";"Mol Microbiol";1994
"cdc2MsB, a cognate cdc2 gene from alfalfa, complements the G1/S but not the G2/M transition of budding yeast cdc28 mutants.";"Plant J";1993
"Glycoprotein glycans that inhibit adhesion of Escherichia coli mediated by K99 fimbriae: treatment of experimental colibacillosis.";"Infect Immun";1990
"Adherence pili in avian strains of Escherichia coli: effect on pathogenicity.";"Avian Dis";1984
"Isolation of piliated Escherichia coli from diarrheic foals.";"Vet Microbiol";1986
"Cyclic AMP signaling is required for function of the N-terminal and CR1 domains of adenovirus E1A in Saccharomyces cerevisiae.";"Oncogene";1995
"Identification of Grf1 on mouse chromosome 9 as an imprinted gene by RLGS-M.";"Nat Genet";1996
"Regulation of p34CDC28 tyrosine phosphorylation is not required for entry into mitosis in S. cerevisiae.";"Nature";1992
"Genetic analysis of Cln/Cdc28 regulation of cell morphogenesis in budding yeast.";"EMBO J";1993
"Binding of pili from uropathogenic Escherichia coli to membranes secreted by human colonocytes and enterocytes.";"Infect Immun";1999
"Yeast RHO3 and RHO4 ras superfamily genes are necessary for bud growth, and their defect is suppressed by a high dose of bud formation genes CDC42 and BEM1.";"Mol Cell Biol";1992
"Molecular cloning and sequencing of the cytostatic G protein-activated protein kinase PAK I.";"J Biol Chem";1996
"PilP, a pilus biogenesis lipoprotein in Neisseria gonorrhoeae, affects expression of PilQ as a high-molecular-mass multimer.";"Mol Microbiol";1997
"Influence of urological irrigation fluids on urothelial bacterial adherence.";"Urol Res";1993
"Specificity of the high-mannose recognition site between Enterobacter cloacae pili adhesin and HT-29 cell membranes.";"Infect Immun";1997
"A monoclonal antibody identifies 2134P fimbriae as adhesins on enterotoxigenic Escherichia coli isolated from postweaning pigs.";"Vet Microbiol";1993
"Effect of chlorpromazine on conjugal plasmid transfer and sex pili.";"Acta Microbiol Acad Sci Hung";1981
"Cell cycle. Rum tale of replication.";"Nature";1994
"[Virulence factors and host responses in urinary tract infections].";"J UOEH";1998
"Immunological approach to the pathogenetical role of Escherichia coli adhesive factor "119" in a suckling mouse urinary tract model.";"Acta Microbiol Acad Sci Hung";1982
"Cdc42 regulates anchorage-independent growth and is necessary for Ras transformation.";"Mol Cell Biol";1997
"Initiation of assembly and association of the structural elements of a bacterial pilus depend on two specialized tip proteins.";"EMBO J";1993
"Cyclin B-dependent kinase and caspase-1 activation precedes mitochondrial dysfunction in fumarylacetoacetate-induced apoptosis.";"FASEB J";1999
"Cloning by functional complementation of a mouse cDNA encoding a homologue of CDC25, a Saccharomyces cerevisiae RAS activator.";"EMBO J";1992
"Isolation of a CDC25 family gene, MSI2/LTE1, as a multicopy suppressor of ira1.";"Yeast";1994
"Sequence analysis of a 5.6 kb fragment of chromosome II from Saccharomyces cerevisiae reveals two new open reading frames next to CDC28.";"Yeast";1995
"Anatomy of a transcription factor important for the start of the cell cycle in Saccharomyces cerevisiae.";"Nature";1992
"Role of Escherichia coli adhesins in urethral colonization of catheterized patients.";"J Urol";1988
"Identification of guanine nucleotides bound to ras-encoded proteins in growing yeast cells.";"J Biol Chem";1987
"Characterization of Saccharomyces cerevisiae genes encoding subunits of cyclic AMP-dependent protein kinase.";"Mol Cell Biol";1987
"Conserved immunoglobulin-like features in a family of periplasmic pilus chaperones in bacteria.";"EMBO J";1992
"Molecular cloning and expression of a G25K cDNA, the human homolog of the yeast cell cycle gene CDC42.";"Mol Cell Biol";1990
"Alternative splicing of human cyclin E.";"J Cell Sci";1994
"The Saccharomyces cerevisiae CDC25 gene product binds specifically to catalytically inactive ras proteins in vivo.";"Mol Cell Biol";1992
"Nucleotide sequences of fic and fic-1 genes involved in cell filamentation induced by cyclic AMP in Escherichia coli.";"J Bacteriol";1989
"Dissociation and reassembly of Escherichia coli type 1 pili.";"J Bacteriol";1981
"Molecular cloning of CIF1, a yeast gene necessary for growth on glucose.";"Yeast";1992
"Mapping of the Saccharomyces cerevisiae CDC3, CDC25, and CDC42 genes to chromosome XII by chromosome blotting and tetrad analysis.";"Yeast";1987
"Attachment of bacteria to intestinal epithelial cells in diarrhea caused by Escherichia coli strain RDEC-1 in the rabbit: stages and role of capsule.";"J Infect Dis";1981
"Isolation of enterotoxigenic Escherichia coli from a foal with diarrhea.";"J Am Vet Med Assoc";1989
"Cak1 is required for Kin28 phosphorylation and activation in vivo.";"Mol Cell Biol";1998
"Pachytene arrest and other meiotic effects of the start mutations in Saccharomyces cerevisiae.";"Genetics";1989
"Genetic analysis of the shared role of CLN3 and BCK2 at the G(1)-S transition in Saccharomyces cerevisiae.";"Genetics";1999
"Identification and characterization of FAR3, a gene required for pheromone-mediated G1 arrest in Saccharomyces cerevisiae.";"Genetics";1996
"Novel, activated RAS mutations alter protein-protein interactions.";"Oncogene";1996
"Cdc37 is required for association of the protein kinase Cdc28 with G1 and mitotic cyclins.";"Proc Natl Acad Sci U S A";1995
"Low concentrations of trifluoperazine arrest the cell division cycle of Saccharomyces cerevisiae at two specific stages.";"J Gen Microbiol";1988
"Pili in microspheres protect rabbits from diarrhoea induced by E. coli strain RDEC-1.";"Vaccine";1993
"S-phase feedback control in budding yeast independent of tyrosine phosphorylation of p34cdc28.";"Nature";1992
"Unusual arsenate poisoning of the F pili of Escherichia coli.";"J Bacteriol";1973
"Identification and characterization of genes determining receptor binding and pilus length of Escherichia coli type 1 pili.";"J Bacteriol";1987
"A novel serine kinase activated by rac1/CDC42Hs-dependent autophosphorylation is related to PAK65 and STE20.";"EMBO J";1995
"The role of p34 kinases in the G1 to S-phase transition.";"Annu Rev Cell Biol";1992
"Ramifications of kinetic partitioning on usher-mediated pilus biogenesis.";"EMBO J";1998
"[Characteristics of microbial cultures in bacteriuria and various data on the immunological reaction in children with pyelonephritis].";"Zh Mikrobiol Epidemiol Immunobiol";1977
"Molecular cloning and characterization of yeast rho GDP dissociation inhibitor.";"J Biol Chem";1994
"Iscom (immunostimulating complex) vaccines containing mono- or polyvalent pili of enterotoxigenic E. coli; immune response of rabbit and swine.";"Zentralbl Veterinarmed B";1990
"The MAP kinase kinase kinase MLK2 co-localizes with activated JNK along microtubules and associates with kinesin superfamily motor KIF3.";"EMBO J";1998
"Complete DNA sequence and structural analysis of the enteropathogenic Escherichia coli adherence factor plasmid.";"Infect Immun";1999
"A member of the Ste20/PAK family of protein kinases is involved in both arrest of Xenopus oocytes at G2/prophase of the first meiotic cell cycle and in prevention of apoptosis.";"EMBO J";1997
"Transforming growth factor beta targeted inactivation of cyclin E:cyclin-dependent kinase 2 (Cdk2) complexes by inhibition of Cdk2 activating kinase activity.";"Proc Natl Acad Sci U S A";1999
"Kinetics of dimerization and interactions of p13suc1 with cyclin-dependent kinases.";"Biochemistry";1998
"S. cerevisiae 26S protease mutants arrest cell division in G2/metaphase.";"Nature";1993
"A mutation in the human cyclin-dependent kinase interacting protein, CksHs2, interferes with cyclin-dependent kinase binding and biological function, but preserves protein structure and assembly.";"J Mol Biol";1996
"CDK2 encodes a 33-kDa cyclin A-associated protein kinase and is expressed before CDC2 in the cell cycle.";"Proc Natl Acad Sci U S A";1992
"IRA1, an inhibitory regulator of the RAS-cyclic AMP pathway in Saccharomyces cerevisiae.";"Mol Cell Biol";1989
"[Effect of plasmid F'Col+trp+ on the transfer of plasmid RP4].";"Genetika";1979
"Purification and characterization of the CS2 pili of colonization factor antigen II produced by human enterotoxigenic Escherichia coli.";"Microbiol Immunol";1989
"Infectious drug resistance in E. coli isolated from livestock.";"Zentralbl Bakteriol A";1980
"The highly conserved skb1 gene encodes a protein that interacts with Shk1, a fission yeast Ste20/PAK homolog.";"Proc Natl Acad Sci U S A";1996
"Differential binding of Lrp to two sets of pap DNA binding sites mediated by Pap I regulates Pap phase variation in Escherichia coli.";"EMBO J";1995
"Sequence of the cell division gene CDC2 from Schizosaccharomyces pombe; patterns of splicing and homology to protein kinases.";"Gene";1984
"Presence of K88-specific receptors in porcine ileal mucus is age dependent.";"Infect Immun";1990
"Multicopy suppression of the cdc24 budding defect in yeast by CDC42 and three newly identified genes including the ras-related gene RSR1.";"Proc Natl Acad Sci U S A";1989
"Decreased mitochondrial biogenesis in temperature-sensitive cell division cycle mutants of Saccharomyces cerevisiae.";"Curr Microbiol";1995
"Change in degree of type 1 piliation of Escherichia coli during experimental peritonitis in the mouse.";"Infect Immun";1986
"Target cell specificity of wild-type E. coli and mutants and clones with genetically defined adhesins.";"Prog Food Nutr Sci";1983
"Use of specific antibody to demonstrate glycocalyx, K99 pili, and the spatial relationships of K99+ enterotoxigenic Escherichia coli in the ileum of colostrum-fed calves.";"Infect Immun";1982
"Saccharomyces cerevisiae CDC25 (1028-1589) is a guanine nucleotide releasing factor for mammalian ras proteins and is oncogenic in NIH3T3 cells.";"J Biol Chem";1993
"Relationship of complement resistance and selected virulence factors in pathogenic avian Escherichia coli.";"Avian Dis";1992
"Cdc20 protein contains a destruction-box but, unlike Clb2, its proteolysisis not acutely dependent on the activity of anaphase-promoting complex.";"Eur J Biochem";2000
"Characterization and sequence analysis of pilin from F-like plasmids.";"J Bacteriol";1985
"The PapG protein is the alpha-D-galactopyranosyl-(1----4)-beta-D-galactopyranose-binding adhesin of uropathogenic Escherichia coli.";"Proc Natl Acad Sci U S A";1987
"Molecular cloning of the gene for the human placental GTP-binding protein Gp (G25K): identification of this GTP-binding protein as the human homolog of the yeast cell-division-cycle protein CDC42.";"Proc Natl Acad Sci U S A";1990
"Assay of phosphorylation of small substrates and of synthetic random polymers that interact chemically with adenosine 5'-triphosphate.";"Methods Enzymol";1991
"Suppressors of the ras2 mutation of Saccharomyces cerevisiae.";"Genetics";1986
"NDT80, a meiosis-specific gene required for exit from pachytene in Saccharomyces cerevisiae.";"Mol Cell Biol";1995
"A role for the Pkc1 MAP kinase pathway of Saccharomyces cerevisiae in bud emergence and identification of a putative upstream regulator.";"EMBO J";1997
"Two monoclonal antibodies specific for different epitopes within the amino-terminal region of F pilin.";"J Bacteriol";1986
"Neural Wiskott-Aldrich syndrome protein is implicated in the actin-based motility of Shigella flexneri.";"EMBO J";1998
"E. coli adherence to bladder epithelial cells of mice.";"Urol Res";1980
"CooB is required for assembly but not transport of CS1 pilin.";"Mol Microbiol";1992
"Genetics of digalactoside-binding adhesin from a uropathogenic Escherichia coli strain.";"Infect Immun";1983
"Complement-independent adherence of Escherichia coli to complement receptors in vitro.";"J Clin Invest";1980
"Initiation of sporulation in Saccharomyces cerevisiae. Mutations causing derepressed sporulation and G1 arrest in the cell division cycle.";"J Gen Microbiol";1984
"Neisseria pili proteins: amino-terminal amino acid sequences and identification of an unusual amino acid.";"Biochemistry";1978
"Induction of gene expression in Escherichia coli after pilus-mediated adherence.";"Science";1996
"Cloning and characterization of NSP1, a locus encoding a component of a CDC25-dependent, nutrient-responsive pathway in Saccharomyces cerevisiae.";"Mol Microbiol";1989
"Direct induction of G1-specific transcripts following reactivation of the Cdc28 kinase in the absence of de novo protein synthesis.";"Genes Dev";1992
"cAMP-independent control of sporulation, glycogen metabolism, and heat shock resistance in S. cerevisiae.";"Cell";1988
"Amplification of sex repressor function of one fi-+ R-factor during anaerobic growth of Escherichia coli.";"J Bacteriol";1975
"Macromolecular syntheses in the cell cycle mutant cdc25 of budding yeast.";"Eur J Biochem";1984
"Dye sensitivity correlated with envelope protein changes in dye (sfrA) mutants of Escherichia coli K12 defective in the expression of the sex factor F.";"J Gen Microbiol";1983
"Studies on Escherichia coli serotype O157:H7 strains containing a 60-MDa plasmid and on 60-MDa plasmid-cured derivatives.";"J Med Microbiol";1993
"Bacterial conjugation mediated by plasmid RP4: RSF1010 mobilization, donor-specific phage propagation, and pilus production require the same Tra2 core components of a proposed DNA transport complex.";"J Bacteriol";1995
"The Cln3-Cdc28 kinase complex of S. cerevisiae is regulated by proteolysis and phosphorylation.";"EMBO J";1992
"Getting started: regulating the initiation of DNA replication in yeast.";"Annu Rev Microbiol";1997
"End of the line: proteolytic degradation of cyclin-dependent kinase inhibitors.";"Chem Biol";1996
"Rho family GTPases regulate p38 mitogen-activated protein kinase through the downstream mediator Pak1.";"J Biol Chem";1995
"Immunity to enterotoxigenic Escherichia coli.";"Infect Immun";1979
"Identification of a human erythrocyte receptor for colonization factor antigen I pili expressed by H10407 enterotoxigenic Escherichia coli.";"Infect Immun";1988
"Regulation of B-type cyclin proteolysis by Cdc28-associated kinases in budding yeast.";"EMBO J";1997
"Control of mitotic events by the Cdc42 GTPase, the Clb2 cyclin and a member of the PAK kinase family.";"Curr Biol";1998
"Isolation and characterization of Nrf1p, a novel negative regulator of the Cdc42p GTPase in Schizosaccharomyces pombe.";"Genetics";2000
"Role of membrane potential and ATP in complex formation between Escherichia coli male cells and filamentous phage fd.";"J Gen Microbiol";1981
"Cloning of the genes for AF/R1 pili from rabbit enteroadherent Escherichia coli RDEC-1 and DNA sequence of the major structural subunit.";"Infect Immun";1990
"A role for the transcription factors Mbp1 and Swi4 in progression from G1 to S phase.";"Science";1993
"Rho family GTP-binding proteins in growth cone signalling.";"Curr Opin Neurobiol";1997
"Processed mRNA with differential stability in the regulation of E. coli pilin gene expression.";"Cell";1988
"[Systems regulating the tra genes of derepressed F-like plasmids].";"Biull Eksp Biol Med";1985
"Catalysis of guanine nucleotide exchange on the CDC42Hs protein by the dbl oncogene product.";"Nature";1991
"Function of hybrid human-yeast cyclin-dependent kinases in Saccharomyces cerevisiae.";"Mol Gen Genet";1998
"CTD kinase large subunit is encoded by CTK1, a gene required for normal growth of Saccharomyces cerevisiae.";"Gene Expr";1991
"Morphogenesis beyond cytokinetic arrest in Saccharomyces cerevisiae.";"J Cell Biol";1998
"Phage tf-1: a filamentous bacteriophage specific for bacteria harbouring the IncT plasmid pIN25.";"J Gen Microbiol";1987
"PET112, a Saccharomyces cerevisiae nuclear gene required to maintain rho+ mitochondrial DNA.";"Curr Genet";1994
"Peptide methionine sulfoxide reductase contributes to the maintenance of adhesins in three major pathogens.";"Proc Natl Acad Sci U S A";1996
"Immunization of calves against enterotoxigenic colibacillosis by vaccinating dams with purified K99 antigen and whole cell bacterins.";"Infect Immun";1979
"DNA damage inhibits proteolysis of the B-type cyclin Clb5 in S. cerevisiae.";"J Cell Sci";1997
"Effect of low concentrations of quinolone antibiotics on bacterial virulence mechanisms.";"Diagn Microbiol Infect Dis";1993
"Use of monoclonal antibodies specific for the a determinant of K88 pili for detection of enterotoxigenic Escherichia coli in pigs.";"J Clin Microbiol";1993
"Specific binding of PapI to Lrp-pap DNA complexes.";"J Bacteriol";1995
"The tol gene products and the import of macromolecules into Escherichia coli.";"Mol Microbiol";1991
"The secretory IgA system in the neonatal period.";"Ciba Found Symp";1979
"The ras oncogene--an important regulatory element in lower eucaryotic organisms.";"Microbiol Rev";1989
"Dual control of mitotic exit.";"Nature";1999
"The human antibody response to uropathogenic Escherichia coli: a review.";"Can J Microbiol";1988
"The Cdk-associated protein Cks1 functions both in G1 and G2 in Saccharomyces cerevisiae.";"Genes Dev";1993
"Cloning and expression of a pili gene of Corynebacterium renale in Escherichia coli.";"Nihon Juigaku Zasshi";1990
"Purification and characterization of Haemophilus influenzae pili, and their structural and serological relatedness to Escherichia coli P and mannose-sensitive pili.";"J Exp Med";1985
"Protein translocation into host epithelial cells by infecting enteropathogenic Escherichia coli.";"Mol Microbiol";1998
"Genetic analysis of K88-mediated adhesion of enterotoxigenic Escherichia coli.";"Nature";1981
"Clb/Cdc28 kinases promote nuclear export of the replication initiator proteins Mcm2-7.";"Curr Biol";2000
"Inhibition of G1 cyclin activity by the Ras/cAMP pathway in yeast.";"Nature";1994
"Age-specific colonization of porcine intestinal epithelium by 987P-piliated enterotoxigenic Escherichia coli.";"Infect Immun";1989
"SIC1 is ubiquitinated in vitro by a pathway that requires CDC4, CDC34, and cyclin/CDK activities.";"Mol Biol Cell";1997
"Isolation of an AP-1 repressor by a novel method for detecting protein-protein interactions.";"Mol Cell Biol";1997
"Characterization of new hydrophobic pili of human enterotoxigenic Escherichia coli: a possible new colonization factor.";"Infect Immun";1984
"ZDS1 and ZDS2, genes whose products may regulate Cdc42p in Saccharomyces cerevisiae.";"Mol Cell Biol";1996
"Inhibitory phosphorylation of the APC regulator Hct1 is controlled by the kinase Cdc28 and the phosphatase Cdc14.";"Curr Biol";1999
"[Pili determined by the tra genes of F-like plasmids].";"Biull Eksp Biol Med";1990
"Phenotypic expression of K88 adhesion alone or simultaneously with K99 and/or F41 adhesins in the bovine enterotoxigenic Escherichia coli strain B41.";"Vet Microbiol";1998
"Cdc42p GTPase is involved in controlling polarized cell growth in Schizosaccharomyces pombe.";"Mol Cell Biol";1994
"Effect of thymine-5-bromouracil substitution on F pili.";"J Bacteriol";1974
"Killer double-stranded ribonucleic acid synthesis in cell division cycle mutants of Saccharomyces cerevisiae.";"J Bacteriol";1977
"The Cdc42p effector Gic2p is targeted for ubiquitin-dependent degradation by the SCFGrr1 complex.";"EMBO J";1998
"Biogenesis of the bundle-forming pilus of enteropathogenic Escherichia coli: reconstitution of fimbriae in recombinant E. coli and role of DsbA in pilin stability--a review.";"Gene";1997
"F41 pili as protective antigens of enterotoxigenic Escherichia coli that produce F41, K99, or both pilus antigens.";"Infect Immun";1987
"Site-specific mutagenesis of cdc2+, a cell cycle control gene of the fission yeast Schizosaccharomyces pombe.";"Mol Cell Biol";1986
"Geranylgeranyltransferase I of Candida albicans: null mutants or enzyme inhibitors produce unexpected phenotypes.";"J Bacteriol";2000
"Comparison of the Saccharomyces cerevisiae G1 cyclins: Cln3 may be an upstream activator of Cln1, Cln2 and other cyclins.";"EMBO J";1993
"A sialoglycoprotein complex linked to the microvillus cytoskeleton acts as a receptor for pilus (AF/R1) mediated adhesion of enteropathogenic Escherichia coli (RDEC-1) in rabbit small intestine.";"J Cell Biol";1991
"Type 1 fimbriation and phase switching in a natural Escherichia coli fimB null strain, Nissle 1917.";"J Bacteriol";1999
"Cellular transformation and guanine nucleotide exchange activity are catalyzed by a common domain on the dbl oncogene product.";"J Biol Chem";1994
"The Saccharomyces cerevisiae CKS1 gene, a homolog of the Schizosaccharomyces pombe suc1+ gene, encodes a subunit of the Cdc28 protein kinase complex.";"Mol Cell Biol";1989
"Mutational analysis of the Pseudomonas syringae pv. tomato hrpA gene encoding Hrp pilus subunit.";"Mol Microbiol";1999
"Phosphorylation- and ubiquitin-dependent degradation of the cyclin-dependent kinase inhibitor Far1p in budding yeast.";"Genes Dev";1997
"Pilus-mediated binding of bovine enterotoxigenic Escherichia coli to calf small intestinal mucins.";"Infect Immun";1987
"Genetic characterization of a new type IV-A pilus gene cluster found in both classical and El Tor biotypes of Vibrio cholerae.";"Infect Immun";1999
"Bacterial adherence and hemolysin production from Escherichia coli induces histamine and leukotriene release from various cells.";"Infect Immun";1985
"The SCH9 protein kinase mRNA contains a long 5' leader with a small open reading frame.";"Yeast";1993
"Factors predisposing to urinary tract infections in children.";"Pediatr Nephrol";1996
"Cable (cbl) type II pili of cystic fibrosis-associated Burkholderia (Pseudomonas) cepacia: nucleotide sequence of the cblA major subunit pilin gene and novel morphology of the assembled appendage fibers.";"J Bacteriol";1995
"Type IV pili, transient bacterial aggregates, and virulence of enteropathogenic Escherichia coli.";"Science";1998
"Pilin expression and processing in pilus mutants of Neisseria gonorrhoeae: critical role of Gly-1 in assembly.";"Mol Microbiol";1991
"Derepression of F factor function in Salmonella typhimurium.";"Can J Microbiol";1983
"The leucine-responsive regulatory protein, a global regulator of metabolism in Escherichia coli.";"Microbiol Rev";1994
"A role for cyclin E/Cdk2 in the timing of the midblastula transition in Xenopus embryos.";"Dev Biol";1997
"Chromosomal map position of genes encoding P adhesins in uropathogenic Escherichia coli.";"Infect Immun";1986
"Characterization of an immortalized human vaginal epithelial cell line.";"J Urol";2000
"Sequence analysis of the colonization factor antigen 1 gene of ETEC and observation of CFA/1 recombinant clone with electron microscopy.";"Chin J Biotechnol";1993
"The elm1 kinase functions in a mitotic signaling network in budding yeast.";"Mol Cell Biol";1999
"Roles and regulation of Cln-Cdc28 kinases at the start of the cell cycle of Saccharomyces cerevisiae.";"EMBO J";1995
"Proliferative enterocolitis associated with dual infection with enteropathogenic Escherichia coli and Lawsonia intracellularis in rabbits.";"J Clin Microbiol";1998
"The Glc7 type 1 protein phosphatase of Saccharomyces cerevisiae is required for cell cycle progression in G2/M.";"Mol Cell Biol";1994
"Enterotoxigenic Escherichia coli, rotavirus, porcine epidemic diarrhoea virus, adenovirus and calici-like virus in porcine postweaning diarrhoea in Hungary.";"Acta Vet Hung";1996
"Identification of a gene essential for piliation in Haemophilus influenzae type b with homology to the pilus assembly platform genes of gram-negative bacteria.";"Infect Immun";1994
"Properties of pili from Escherichia coli SS142 that mediate mannose-resistant adhesion to mammalian cells.";"J Bacteriol";1983
"Dominant negative protein kinase mutations that confer a G1 arrest phenotype.";"Proc Natl Acad Sci U S A";1988
"Phage Folac: an Folac plasmid-dependent bacteriophage.";"J Gen Microbiol";1981
"Influence of the conserved disulphide bond, exposed to the putative binding pocket, on the structure and function of the immunoglobulin-like molecular chaperone Caf1M of Yersinia pestis.";"Biochem J";1997
"Mechanisms that help the yeast cell cycle clock tick: G2 cyclins transcriptionally activate G2 cyclins and repress G1 cyclins.";"Cell";1993
"A search for proteins that interact genetically with histone H3 and H4 amino termini uncovers novel regulators of the Swe1 kinase in Saccharomyces cerevisiae.";"Genes Dev";1996
"Asymptomatic females: detection of antibody activity to gonococcal pili antigen by radioimmunoassay.";"J Clin Microbiol";1977
"Thermoregulation of Escherichia coli pap transcription: H-NS is a temperature-dependent DNA methylation blocking factor.";"Mol Microbiol";1998
"Monoclonal antibody passive hemagglutination and capture enzyme-linked immunosorbent assays for direct detection and quantitation of F41 and K99 fimbrial antigens in enterotoxigenic Escherichia coli.";"J Clin Microbiol";1987
"Nucleotide sequence, regulation and functional analysis of the papC gene required for cell surface localization of Pap pili of uropathogenic Escherichia coli.";"Mol Microbiol";1987
"P-fimbriae of pyelonephritogenic Escherichia coli: detection in clinical material by a rapid receptor-specific agglutination test.";"Infection";1983
"[Detection of enterotoxigenic Escherichia coli adhesion antigens. Study of their expression in different culture media].";"Rev Argent Microbiol";1993
"Evidence for a Ras/Ral signaling cascade.";"Trends Biochem Sci";1996
"Molecular cloning and analysis of CDC28 and cyclin homologues from the human fungal pathogen Candida albicans.";"Mol Gen Genet";1994
"Post-transcriptional regulation of IME1 determines initiation of meiosis in Saccharomyces cerevisiae.";"Mol Gen Genet";1993
"Site-directed mutagenesis of the Saccharomyces cerevisiae CDC25 gene: effects on mitotic growth and cAMP signalling.";"Mol Gen Genet";1990
"Mannose binding and epithelial cell adherence of Escherichia coli.";"Infect Immun";1978
"Conjugational junctions: morphology of specific contacts in conjugating Escherichia coli bacteria.";"J Struct Biol";1991
"Cloning and characterization of shk2, a gene encoding a novel p21-activated protein kinase from fission yeast.";"J Biol Chem";1998
"Utilization of anion-exchange chromatography and monoclonal antibodies to characterize multiple pilus types on a uropathogenic Escherichia coli O6 isolate.";"Infect Immun";1986
"Purification and assay of kinases that interact with Rac/Cdc42.";"Methods Enzymol";1995
"Phosphorylation and activation of B-Myb by cyclin A-Cdk2.";"Curr Biol";1997
"Pheromone-dependent G1 cell cycle arrest requires Far1 phosphorylation, but may not involve inhibition of Cdc28-Cln2 kinase, in vivo.";"Mol Cell Biol";1998
"Functional heterogeneity of intestinal Escherichia coli strains expressing type 1 somatic pili (fimbriae): assessment of bacterial adherence to intestinal membranes and surface hydrophobicity.";"Infect Immun";1985
"The molecular chaperone Ydj1 is required for the p34CDC28-dependent phosphorylation of the cyclin Cln3 that signals its degradation.";"Mol Cell Biol";1996
"Binding of lysozyme to common pili of Escherichia coli.";"J Bacteriol";1979
"Actin cytoskeleton organization regulated by the PAK family of protein kinases.";"Curr Biol";1998
"Isolation and characterization of a second protein tyrosine phosphatase gene, PTP2, from Saccharomyces cerevisiae.";"J Biol Chem";1992
"Shk1, a homolog of the Saccharomyces cerevisiae Ste20 and mammalian p65PAK protein kinases, is a component of a Ras/Cdc42 signaling module in the fission yeast Schizosaccharomyces pombe.";"Proc Natl Acad Sci U S A";1995
"G1 control in yeast and animal cells.";"Ciba Found Symp";1992
"Temperature-dependent expression of conjugation pili by IncM plasmid-harbouring bacteria: identification of plasmid-encoded regulatory functions.";"J Basic Microbiol";1994
"Structural requirements for the glycolipid receptor of human uropathogenic Escherichia coli.";"Mol Microbiol";1995
